id year    education  sex nativeBorn    vocabulary age agegroup
20041193    2004    HS  Female  Yes 7   18  2
20041194    2004    HS  Female  Yes 7   37  3
20041195    2004    Grad    Male    Yes 6   37  3
20041196    2004    HS  Male    Yes 4   38  3
20041198    2004    HS  Female  Yes 7   33  3
20041201    2004    JC  Female  Yes 6   47  4
20041202    2004    JC  Female  Yes 6   34  3
20041204    2004    HS  Female  Yes 6   62  6
20041205    2004    HS  Female  Yes 7   58  5
20041208    2004    HS  Male    Yes 7   27  2
20041217    2004    Bach    Female  Yes 6   24  2
20041220    2004    HS  Female  Yes 6   74  6
20041221    2004    HS  Female  Yes 7   36  3
20041222    2004    HS  Female  Yes 5   29  2
20041224    2004    HS  Male    Yes 5   32  3
20041225    2004    HS  Female  Yes 6   44  4
20041227    2004    Bach    Female  Yes 7   27  2
20041228    2004    HS  Female  Yes 6   55  5
20041230    2004    HS  Male    Yes 7   59  5
20041232    2004    HS  Female  Yes 6   40  4
20041234    2004    Bach    Female  Yes 6   44  4
20041235    2004    Bach    Male    Yes 5   46  4
20041237    2004    HS  Female  Yes 8   20  2
20041238    2004    HS  Female  Yes 6   31  3
20041239    2004    <HS Female  Yes 7   78  6
20041241    2004    HS  Female  Yes 6   25  2
20041244    2004    Bach    Female  Yes 8   41  4
20041246    2004    HS  Female  Yes 5   48  4
20041247    2004    Bach    Female  Yes 7   46  4
20041252    2004    Bach    Female  Yes 8   32  3
20041253    2004    HS  Male    Yes 6   22  2
20041256    2004    Grad    Male    Yes 7   36  3
20041258    2004    Bach    Male    Yes 8   55  5
20041259    2004    JC  Female  Yes 7   46  4
20041261    2004    HS  Female  Yes 7   31  3
20041262    2004    Bach    Male    Yes 7   78  6
20041264    2004    HS  Female  Yes 6   62  6
20041268    2004    HS  Female  Yes 7   38  3
20041271    2004    HS  Male    Yes 6   18  2
20041272    2004    Bach    Female  Yes 6   60  6
20041273    2004    HS  Female  Yes 5   38  3
20041274    2004    HS  Female  Yes 5   43  4
20041275    2004    <HS Female  Yes 6   70  6
20041277    2004    HS  Male    Yes 6   38  3
20041278    2004    HS  Female  Yes 8   52  5
20041280    2004    Bach    Male    Yes 6   40  4
20041281    2004    JC  Female  Yes 5   25  2
20041283    2004    Bach    Female  Yes 7   43  4
20041286    2004    HS  Male    Yes 6   73  6
20041292    2004    Grad    Female  Yes 6   42  4
20041293    2004    HS  Female  Yes 6   44  4
20041294    2004    Bach    Female  Yes 5   45  4
20041296    2004    HS  Male    Yes 7   70  6
20041299    2004    JC  Male    No  2   32  3
20041300    2004    Grad    Male    Yes 6   26  2
20041302    2004    HS  Female  Yes 7   79  6
20041305    2004    HS  Female  Yes 4   60  6
20041307    2004    <HS Female  Yes 5   62  6
20041308    2004    JC  Male    Yes 5   21  2
20041310    2004    <HS Female  Yes 6   23  2
20041312    2004    HS  Female  Yes 3   65  6
20041313    2004    HS  Female  Yes 6   41  4
20041316    2004    HS  Male    Yes 7   42  4
20041321    2004    Grad    Male    Yes 7   35  3
20041323    2004    HS  Male    Yes 7   25  2
20041324    2004    HS  Female  Yes 4   27  2
20041325    2004    HS  Female  Yes 6   20  2
20041326    2004    HS  Female  Yes 5   48  4
20041327    2004    HS  Female  Yes 7   47  4
20041328    2004    HS  Male    Yes 6   72  6
20041332    2004    HS  Male    Yes 5   33  3
20041333    2004    Bach    Female  Yes 8   62  6
20041336    2004    HS  Female  Yes 8   51  5
20041337    2004    JC  Female  Yes 8   35  3
20041338    2004    HS  Male    Yes 9   51  5
20041339    2004    Bach    Male    Yes 8   41  4
20041341    2004    Bach    Male    Yes 9   55  5
20041342    2004    <HS Male    No  5   18  2
20041344    2004    HS  Male    Yes 8   19  2
20041345    2004    Grad    Male    No  7   27  2
20041347    2004    <HS Male    Yes 3   67  6
20041348    2004    <HS Female  Yes 7   24  2
20041350    2004    Bach    Female  Yes 8   71  6
20041351    2004    HS  Female  Yes 6   42  4
20041353    2004    HS  Female  Yes 6   48  4
20041354    2004    Bach    Male    Yes 8   42  4
20041359    2004    HS  Male    Yes 7   31  3
20041362    2004    HS  Female  Yes 6   67  6
20041363    2004    <HS Male    Yes 5   67  6
20041364    2004    HS  Female  Yes 6   58  5
20041365    2004    Bach    Male    Yes 7   38  3
20041370    2004    Bach    Female  Yes 5   24  2
20041373    2004    Bach    Female  Yes 7   30  3
20041374    2004    Grad    Female  No  3   35  3
20041377    2004    HS  Male    Yes 8   54  5
20041379    2004    Bach    Male    Yes 7   24  2
20041380    2004    Bach    Female  Yes 6   33  3
20041382    2004    <HS Female  Yes 4   70  6
20041383    2004    <HS Male    Yes 1   27  2
20041385    2004    HS  Female  Yes 10  49  4
20041386    2004    HS  Male    Yes 9   33  3
20041387    2004    <HS Female  Yes 4   29  2
20041388    2004    HS  Male    Yes 5   37  3
20041390    2004    HS  Male    No  9   44  4
20041398    2004    HS  Female  Yes 8   24  2
20041399    2004    HS  Male    Yes 5   54  5
20041401    2004    Bach    Male    Yes 7   58  5
20041403    2004    Bach    Female  Yes 5   40  4
20041405    2004    Grad    Female  Yes 8   45  4
20041406    2004    Bach    Female  Yes 6   28  2
20041407    2004    HS  Female  Yes 7   75  6
20041408    2004    Grad    Female  Yes 9   64  6
20041409    2004    Bach    Female  Yes 6   31  3
20041412    2004    HS  Male    Yes 7   66  6
20041413    2004    Bach    Male    Yes 8   30  3
20041416    2004    Bach    Male    Yes 8   29  2
20041417    2004    <HS Female  Yes 3   19  2
20041418    2004    HS  Female  Yes 7   60  6
20041421    2004    <HS Female  Yes 2   34  3
20041423    2004    <HS Male    Yes 5   72  6
20041425    2004    <HS Male    Yes 4   55  5
20041428    2004    HS  Male    Yes 6   49  4
20041429    2004    HS  Male    Yes 7   27  2
20041430    2004    JC  Female  Yes 10  63  6
20041431    2004    Grad    Male    Yes 9   50  5
20041432    2004    HS  Female  No  7   35  3
20041434    2004    HS  Male    Yes 7   70  6
20041437    2004    HS  Female  Yes 7   43  4
20041438    2004    Bach    Male    Yes 9   30  3
20041439    2004    HS  Female  Yes 5   65  6
20041441    2004    HS  Female  Yes 6   52  5
20041442    2004    HS  Male    Yes 5   65  6
20041443    2004    <HS Female  Yes 6   81  6
20041444    2004    <HS Male    Yes 5   18  2
20041445    2004    <HS Female  Yes 4   28  2
20041446    2004    HS  Female  Yes 3   41  4
20041448    2004    HS  Female  Yes 5   28  2
20041451    2004    HS  Male    Yes 9   23  2
20041452    2004    Bach    Female  Yes 8   24  2
20041453    2004    HS  Female  Yes 4   72  6
20041457    2004    <HS Male    Yes 3   61  6
20041458    2004    HS  Female  Yes 5   21  2
20041463    2004    Bach    Male    No  2   49  4
20041464    2004    Grad    Female  Yes 8   38  3
20041465    2004    HS  Female  Yes 5   19  2
20041466    2004    Bach    Male    Yes 6   32  3
20041468    2004    JC  Female  Yes 6   54  5
20041470    2004    HS  Female  Yes 6   25  2
20041475    2004    HS  Female  Yes 8   23  2
20041476    2004    HS  Male    Yes 4   74  6
20041477    2004    <HS Male    Yes 7   39  3
20041479    2004    HS  Female  Yes 7   24  2
20041480    2004    HS  Male    Yes 0   46  4
20041481    2004    HS  Female  Yes 5   57  5
20041483    2004    HS  Female  Yes 6   34  3
20041486    2004    HS  Female  Yes 4   50  5
20041492    2004    HS  Female  Yes 8   60  6
20041493    2004    JC  Female  No  7   43  4
20041494    2004    Bach    Male    Yes 7   40  4
20041495    2004    HS  Male    Yes 4   70  6
20041496    2004    HS  Female  Yes 7   79  6
20041500    2004    <HS Male    Yes 6   48  4
20041505    2004    HS  Female  Yes 7   21  2
20041506    2004    Bach    Male    Yes 10  60  6
20041507    2004    HS  Female  Yes 4   21  2
20041509    2004    <HS Female  Yes 6   68  6
20041510    2004    HS  Female  Yes 4   39  3
20041511    2004    HS  Male    Yes 5   44  4
20041516    2004    <HS Female  Yes 4   89  6
20041517    2004    HS  Female  Yes 9   55  5
20041518    2004    HS  Female  Yes 10  64  6
20041523    2004    HS  Female  Yes 6   32  3
20041524    2004    HS  Female  Yes 8   36  3
20041526    2004    HS  Male    Yes 6   87  6
20041528    2004    HS  Female  Yes 5   71  6
20041529    2004    HS  Female  Yes 6   57  5
20041531    2004    HS  Female  Yes 4   21  2
20041537    2004    <HS Female  Yes 6   38  3
20041539    2004    JC  Male    Yes 4   25  2
20041540    2004    HS  Female  Yes 5   30  3
20041541    2004    HS  Female  Yes 6   73  6
20041542    2004    <HS Male    Yes 6   44  4
20041543    2004    HS  Male    Yes 6   59  5
20041547    2004    Grad    Male    Yes 6   32  3
20041548    2004    HS  Male    Yes 4   52  5
20041551    2004    <HS Male    Yes 6   47  4
20041554    2004    <HS Female  Yes 1   45  4
20041557    2004    HS  Female  Yes 7   23  2
20041558    2004    <HS Male    Yes 4   43  4
20041559    2004    JC  Female  Yes 5   30  3
20041561    2004    <HS Male    Yes 2   50  5
20041562    2004    Grad    Male    No  9   75  6
20041565    2004    JC  Female  Yes 5   36  3
20041566    2004    <HS Male    Yes 3   43  4
20041567    2004    HS  Female  Yes 6   26  2
20041569    2004    HS  Male    Yes 6   34  3
20041573    2004    HS  Male    Yes 7   28  2
20041574    2004    JC  Female  Yes 6   50  5
20041575    2004    HS  Male    Yes 4   20  2
20041578    2004    HS  Female  Yes 6   26  2
20041581    2004    HS  Male    Yes 6   51  5
20041583    2004    HS  Female  Yes 7   64  6
20041585    2004    Bach    Female  No  6   26  2
20041587    2004    <HS Female  Yes 5   81  6
20041588    2004    HS  Male    Yes 9   83  6
20041590    2004    HS  Female  Yes 7   25  2
20041591    2004    HS  Female  Yes 7   45  4
20041592    2004    HS  Male    Yes 7   48  4
20041596    2004    <HS Female  Yes 5   23  2
20041597    2004    HS  Female  Yes 7   71  6
20041600    2004    HS  Female  Yes 5   50  5
20041601    2004    <HS Male    Yes 3   31  3
20041602    2004    <HS Male    Yes 4   47  4
20041606    2004    HS  Male    Yes 6   47  4
20041611    2004    Grad    Female  Yes 8   67  6
20041612    2004    Bach    Male    Yes 7   77  6
20041617    2004    Grad    Male    No  7   38  3
20041618    2004    JC  Female  Yes 7   32  3
20041623    2004    Grad    Female  Yes 8   44  4
20041627    2004    Bach    Female  Yes 10  62  6
20041628    2004    <HS Male    Yes 3   49  4
20041630    2004    Bach    Male    Yes 6   58  5
20041632    2004    HS  Male    Yes 5   27  2
20041633    2004    Bach    Female  No  7   35  3
20041634    2004    HS  Female  Yes 7   53  5
20041635    2004    HS  Female  Yes 8   78  6
20041637    2004    Grad    Female  Yes 10  58  5
20041639    2004    Grad    Male    Yes 9   45  4
20041640    2004    Grad    Male    No  8   43  4
20041641    2004    Bach    Female  Yes 8   42  4
20041645    2004    JC  Female  Yes 4   40  4
20041650    2004    HS  Female  Yes 4   21  2
20041651    2004    Grad    Male    Yes 7   44  4
20041654    2004    Grad    Female  Yes 8   28  2
20041656    2004    HS  Female  Yes 5   75  6
20041657    2004    Grad    Male    Yes 8   30  3
20041660    2004    HS  Male    Yes 3   40  4
20041661    2004    HS  Female  Yes 6   48  4
20041663    2004    Bach    Female  Yes 8   28  2
20041664    2004    JC  Female  Yes 6   28  2
20041665    2004    HS  Female  No  8   56  5
20041666    2004    Bach    Male    Yes 8   51  5
20041667    2004    Bach    Female  Yes 8   63  6
20041670    2004    HS  Male    Yes 6   71  6
20041672    2004    HS  Female  Yes 7   27  2
20041673    2004    HS  Female  Yes 9   27  2
20041675    2004    HS  Female  No  6   39  3
20041680    2004    JC  Male    Yes 5   43  4
20041682    2004    Bach    Female  Yes 6   50  5
20041684    2004    Bach    Male    No  5   23  2
20041685    2004    HS  Male    Yes 6   76  6
20041686    2004    Grad    Female  Yes 9   49  4
20041687    2004    HS  Male    Yes 6   31  3
20041688    2004    HS  Male    Yes 6   51  5
20041689    2004    HS  Male    Yes 5   23  2
20041694    2004    Bach    Male    Yes 8   27  2
20041695    2004    Bach    Female  Yes 8   30  3
20041698    2004    JC  Female  Yes 6   55  5
20041700    2004    HS  Female  Yes 7   40  4
20041703    2004    HS  Female  Yes 6   49  4
20041705    2004    Bach    Female  Yes 7   38  3
20041706    2004    HS  Female  Yes 6   33  3
20041707    2004    <HS Female  Yes 5   60  6
20041708    2004    HS  Female  Yes 5   33  3
20041711    2004    <HS Male    Yes 0   48  4
20041716    2004    HS  Female  Yes 6   36  3
20041717    2004    HS  Female  No  1   36  3
20041719    2004    JC  Female  Yes 5   47  4
20041722    2004    HS  Female  Yes 6   27  2
20041725    2004    HS  Female  Yes 6   27  2
20041726    2004    HS  Female  Yes 6   62  6
20041731    2004    <HS Male    Yes 5   52  5
20041733    2004    <HS Female  Yes 2   61  6
20041739    2004    HS  Female  No  7   35  3
20041742    2004    HS  Male    Yes 4   29  2
20041745    2004    Grad    Female  Yes 7   57  5
20041748    2004    HS  Male    Yes 6   23  2
20041751    2004    HS  Female  Yes 5   68  6
20041753    2004    <HS Male    Yes 3   43  4
20041756    2004    HS  Female  Yes 5   74  6
20041757    2004    <HS Male    Yes 3   59  5
20041758    2004    HS  Female  Yes 8   56  5
20041760    2004    HS  Male    Yes 4   51  5
20041765    2004    HS  Female  Yes 6   46  4
20041766    2004    Bach    Male    Yes 6   59  5
20041767    2004    HS  Male    Yes 6   36  3
20041769    2004    HS  Male    Yes 8   21  2
20041770    2004    HS  Female  Yes 6   24  2
20041771    2004    HS  Female  Yes 8   27  2
20041772    2004    Grad    Male    Yes 6   34  3
20041773    2004    JC  Male    Yes 7   43  4
20041775    2004    Bach    Female  Yes 7   30  3
20041777    2004    <HS Female  Yes 5   50  5
20041781    2004    Bach    Female  Yes 6   57  5
20041783    2004    HS  Female  Yes 10  35  3
20041784    2004    <HS Female  Yes 2   21  2
20041785    2004    Bach    Male    Yes 5   37  3
20041788    2004    HS  Female  Yes 4   79  6
20041790    2004    HS  Male    Yes 8   63  6
20041793    2004    Bach    Female  Yes 6   32  3
20041795    2004    HS  Male    Yes 8   30  3
20041796    2004    JC  Male    Yes 6   23  2
20041798    2004    Bach    Male    Yes 8   30  3
20041799    2004    HS  Female  Yes 6   42  4
20041800    2004    HS  Female  Yes 5   47  4
20041801    2004    <HS Female  Yes 5   56  5
20041804    2004    HS  Male    Yes 7   52  5
20041807    2004    HS  Female  Yes 7   53  5
20041808    2004    HS  Female  Yes 9   66  6
20041811    2004    HS  Female  Yes 8   48  4
20041812    2004    HS  Female  Yes 7   55  5
20041813    2004    HS  Female  Yes 6   72  6
20041814    2004    HS  Male    Yes 7   21  2
20041817    2004    HS  Female  Yes 7   57  5
20041820    2004    JC  Female  Yes 5   24  2
20041823    2004    Grad    Male    Yes 10  64  6
20041824    2004    HS  Female  Yes 6   42  4
20041826    2004    HS  Female  Yes 8   36  3
20041827    2004    HS  Male    Yes 7   61  6
20041832    2004    Grad    Male    Yes 8   29  2
20041833    2004    HS  Male    Yes 5   20  2
20041834    2004    HS  Male    Yes 7   30  3
20041837    2004    HS  Female  Yes 3   63  6
20041838    2004    HS  Male    Yes 7   38  3
20041839    2004    HS  Male    Yes 7   70  6
